brand,description,num_review,price,rating,sale_price,shoe_type
Timberland, Women's Kinsley Waterproof Lug Sole Boots,154,130.0,93.9,130.0,Boots
Esprit, Treasure Faux Suede Dress Boots,11,99.0,61.82,19.96,Boots
LifeStride, Paloma Booties,0,70.0,0.0,70.0,Boots
Khombu, Women's Peggy Waterproof Boots,10,89.0,78.0,44.03,Boots
Dingo, Women's the Force Leather Bootie,0,150.0,0.0,150.0,Boots
Journee Collection, Women's Foam Glacier Winter Boot,0,99.99,0.0,99.99,Boots
Lugz, Women's Mallard Fur Classic Duck Toe Memory Foam Chukka Regular Fashion Boot,12,84.99,100.0,84.99,Boots
bebe, Women's Laverne Boots,0,79.95,0.0,79.95,Boots
Minnetonka, Women's Sport Suede Medium Width Boot,0,69.95,0.0,69.95,Boots
Earth," Origins The Journey Verve Low Boot, Regular Calf",0,224.0,0.0,224.0,Boots
Lugz, Women's Drifter LX Boot,33,70.0,88.48,70.0,Boots
BEARPAW, Women's Vera 4 Eye Lace-Up Boots,0,89.99,0.0,89.99,Boots
GC Shoes, Women's Penny Heeled Boot,1,60.0,20.0,60.0,Boots
Camper, Women's Alright Boots,1,195.0,60.0,117.0,Boots
Journee Collection, Women's Haze Boot,1,99.0,100.0,99.0,Boots
Journee Collection, Women's Extra Wide Calf Stormy Boot,1,99.0,20.0,99.0,Boots
Lamo, Women's Liberty Sheepskin Tall Boots,1,198.0,100.0,198.0,Boots
Muk Luks, Women's Patti Sweater Knit Booties,1,65.0,40.0,65.0,Boots
Journee Collection, Women's Foam Jezzy Wedge Bootie,1,89.99,20.0,89.99,Boots
Camper, Women's Neuman Smart High Boots,0,235.0,0.0,235.0,Boots
SUPERLAMB, Women's Argali Buckle Booties,1,141.0,100.0,141.0,Boots
Muk Luks, Muk Luk Women's Mylie Boots,0,99.0,0.0,99.0,Boots
Muk Luks, Women's Patti Boots,1,76.0,20.0,76.0,Boots
SUPERLAMB, Women's Sheepskin Argali Tied Boot,0,103.95,0.0,103.95,Boots
SUPERLAMB, Women's Argali Sheepskin Boot,0,139.95,0.0,139.95,Boots
Aerosoles, Women's Camila Casual Ankle Boot,0,165.0,0.0,165.0,Boots
Muk Luks, Women's Mila Booties,0,65.0,0.0,65.0,Boots
Journee Collection, Women's Wasilla Winter Boot,0,100.0,0.0,100.0,Boots
Journee Collection, Women's Wide Calf Paris Boot,0,79.0,0.0,79.0,Boots
Journee Collection, Women's Wide Calf Meg Boot,3,99.99,53.33,99.99,Boots
Harley Davidson, Harley-Davidson Women's Tyler Lug Sole Boot,0,140.0,0.0,140.0,Boots
Naturalizer, Deena Waterproof Booties,13,160.0,84.62,160.0,Boots
Muk Luks, Women's Clementine Cold Weather Boots,0,65.0,0.0,65.0,Boots
Journee Collection, Women's Taven Boot,2,99.0,60.0,99.0,Boots
Journee Collection, Women's Extra Wide Calf Kasim Boot,1,99.0,100.0,99.0,Boots
Muk Luks, Women's Nikita Boots,0,99.0,0.0,99.0,Boots
Lugz, Women's Sequoia Slipper,2,70.0,60.0,70.0,Boots
dav, Manhattan Waterproof Women’s Mid-Height Nylon Boot,1,129.0,100.0,129.0,Boots
Journee Collection, Women's Meg Boot,0,99.99,0.0,99.99,Boots
Journee Collection, Women's Extra Wide Calf Meg Boot,0,99.99,0.0,99.99,Boots
kensie, Leyton Ankle Booties,2,149.0,60.0,149.0,Boots
Camper, Women's Peu Ankle Boots,0,220.0,0.0,220.0,Boots
Aerosoles, Women's Camila Casual Ankle Boot,0,165.0,0.0,165.0,Boots
Trotters, Becky Low Cold Weather Ankle Boot,0,89.95,0.0,89.95,Boots
THERAFIT, Women's Paige Booties,0,145.0,0.0,145.0,Boots
Journee Collection, Women's Wide Calf Sanora Boot,1,99.0,40.0,99.0,Boots
Franco Sarto, Kiana Wide Calf High Shaft Boots,3,219.0,60.0,219.0,Boots
Journee Collection, Women's Extra Wide Calf Paisley Boot,1,119.99,100.0,119.99,Boots
Journee Collection, Women's Kasim Boot,2,83.0,90.0,83.0,Boots
Muk Luks, Women's Stacy Boots,1,99.0,80.0,99.0,Boots
Muk Luks, Women's Hayden Boots,1,95.0,20.0,95.0,Boots
Vintage Foundry Co, Women's Arielle Boot,1,279.0,60.0,279.0,Boots
Matisse, Coconuts By Matisse Pronto Bootie,0,74.99,0.0,74.99,Boots
THERAFIT, Women's Aubrey Booties,0,170.0,0.0,170.0,Boots
Journee Collection, Women's Wide Calf Tiffany Boot,1,89.0,20.0,89.0,Boots
Lugz, Women's Tambora Quilted Classic Chukka Regular Fashion Boot,1,79.99,100.0,79.99,Boots
Vintage Foundry Co, Women's Main Narrow Boots,0,229.0,0.0,229.0,Boots
Franco Sarto, Henrietta High Shaft Boots,2,189.0,90.0,189.0,Boots
Muk Luks, Women's Liza Boots,0,65.0,0.0,65.0,Boots
dav, Virginia Waterproof Women's Boot,0,139.0,0.0,139.0,Boots
Journee Collection, Women's Tiffany Boot,1,89.0,60.0,89.0,Boots
Muk Luks, Women's Tamara Cold Weather Furry Booties,0,65.0,0.0,65.0,Boots
Muk Luks, Women's Nikki Boots,1,99.0,20.0,99.0,Boots
Lindsay Phillips, Shandon Short Boot,0,102.5,0.0,102.5,Boots
Muk Luks, Karlie Boots,0,115.0,0.0,115.0,Boots
Aerosoles, Women's Spencer Ankle Boots,0,130.0,0.0,130.0,Boots
Earth, Origins Women's Arvada Bootie,0,150.0,0.0,150.0,Boots
Camper, Women's Brutus Boots,1,185.0,100.0,185.0,Boots
Journee Collection, Women's Wide Calf Haze Boot,3,73.0,80.0,73.0,Boots
Muk Luks, Women's Gwen Snowboots,1,150.0,20.0,150.0,Boots
LifeStride, Filomena High Shaft Boots,3,100.0,100.0,100.0,Boots
LifeStride, X Anita High Shaft Boots,25,90.0,81.6,90.0,Boots
Journee Collection, Women's Carver Boot,0,99.0,0.0,99.0,Boots
Franco Sarto, Harmond Mid Shaft Boots,7,119.0,97.14,119.0,Boots
SUPERLAMB, Women's Ongi Chukka Booties,2,121.0,20.0,121.0,Boots
Journee Collection, Women's Wide Calf Paisley Boot,0,119.99,0.0,119.99,Boots
Journee Collection, Women's Wide Calf Spokane Boot,0,83.0,0.0,83.0,Boots
Journee Collection, Women's Harley Boot,1,99.0,100.0,99.0,Boots
Eastland Shoe, Eastland Women's Charlie 1955 Boots,1,160.0,100.0,160.0,Boots
Dingo, Women's Roundup Leather Bootie,0,149.95,0.0,149.95,Boots
Bueno, Women's Teddy Cold Weather Boots,0,180.0,0.0,180.0,Boots
Mootsies Tootsies, Women's Kayo Regular Calf Boot,0,89.0,0.0,29.99,Boots
Muk Luks, Women's Fable Sweater Boots,1,65.0,100.0,65.0,Boots
Camper, Women's Pix Smart Lace-Up Shoes,0,199.0,0.0,199.0,Boots
LifeStride, X-Amy Wide Calf High Shaft Boots,2,90.0,60.0,90.0,Boots
Franco Sarto, Katherine High Shaft Boots,16,139.0,76.25,139.0,Boots
Earth, Origins Women's Hayley Boot,0,120.0,0.0,120.0,Boots
Earth, Origins Women's Ralston Bootie,0,150.0,0.0,150.0,Boots
Baretraps, Danney Water-Resistant Cold Weather Boot,0,159.0,0.0,159.0,Boots
Lugz, Women's Drifter LX Classic Chukka Memory Foam Boot,31,70.0,88.39,70.0,Boots
Journee Collection, Women's Wide Calf Taven Boot,0,99.0,0.0,99.0,Boots
Lugz, Women's Drifter Fleece LX Boot,3,70.0,100.0,70.0,Boots
SoftWalk, Rayne Ankle Boot,0,159.95,0.0,159.95,Boots
SUPERLAMB, Women's Moccasin Wide Calf Boots,1,145.0,100.0,145.0,Boots
dav, Sienna Women’s Waterproof Leather Chelsea Bootie,1,149.0,60.0,149.0,Boots
dav, Telluride Women’s Waterproof Rain Bootie,1,75.0,20.0,75.0,Boots
Camper, Women's Katie Boots,0,250.0,0.0,250.0,Boots
Journee Collection, Women's Wide Calf Jester-01 Boot,7,69.0,77.14,69.0,Boots
Journee Collection, Women's Extra Wide Calf Spokane Boot,4,83.0,65.0,83.0,Boots
Muk Luks, Women's Kailee Tall Boots,0,99.0,0.0,99.0,Boots
Muk Luks, Women's Stacy Boots,1,65.0,40.0,65.0,Boots
Muk Luks, Women's Felicity Boots,1,79.0,40.0,79.0,Boots
Camper, Women's Alright Lace-Up Regular Ankle Boots,0,180.0,0.0,180.0,Boots
Impulse, Women's Anna Fashion Booties,0,79.0,0.0,79.0,Boots
Nanette Lepore, Women's Anais Heeled Hiker Booties,0,119.0,0.0,119.0,Boots
Trotters, Kacee Boot,0,99.95,0.0,99.95,Boots
Sugar, Women's Marisol Fuzzy Lug Sole Hiker Boots,9,70.0,97.78,70.0,Boots
Journee Collection, Women's Pitch Boot,2,99.0,60.0,99.0,Boots
Kenneth Cole New York, Women's Maddox 2.0 Cozy Hiker Booties,1,229.0,100.0,229.0,Boots
Shoes For Crews, Women's Juno Slip Resistant Casual Dress Shoes,0,72.98,0.0,72.98,Boots
kensie, Leticia Ankle Booties,3,149.0,86.67,149.0,Boots
Camper, Women's Neuman Smart Lace-Up Ankle Boots,0,175.0,0.0,175.0,Boots
LifeStride, X-Felicity Wide Calf High Shaft Boots,1,90.0,100.0,90.0,Boots
Journee Collection, Women's Wide Calf Carly Boot,2,99.99,60.0,99.99,Boots
Muk Luks, Women's Gwen Snowboots,0,150.0,0.0,150.0,Boots
BEARPAW, Women's Amethyst Booties,3,89.0,80.0,89.0,Boots
Journee Collection, Women's Tori Boot,1,99.0,20.0,99.0,Boots
Muk Luks, Women's Lynsey Boots,0,65.0,0.0,65.0,Boots
SUPERLAMB, Women's Cowboy Extra Wide Calf Boots,0,206.0,0.0,206.0,Boots
Journee Collection, Women's Parker Boot,5,99.0,56.0,99.0,Boots
Journee Collection, Women's Kendel Boot,1,78.0,60.0,78.0,Boots
Nicole, Women's Shiri Ankle Boots,0,165.0,0.0,165.0,Boots
Journee Collection, Women's Wide Calf Tori Boot,2,99.0,30.0,99.0,Boots
Journee Collection, Women's Wide Calf Harley Boot,2,73.0,60.0,73.0,Boots
Minnetonka, Olympia Short Boot,3,85.0,100.0,85.0,Boots
White Mountain, Backbeat Regular Tall Boots,3,99.0,100.0,99.0,Boots
BEARPAW, Women's Vanna Lace-Up Boots,3,99.99,80.0,99.99,Boots
Dingo, Women's Hairy Up Leather Bootie,0,139.95,0.0,139.95,Boots
BEARPAW, Women's Lotus Boots,3,89.0,100.0,89.0,Boots
AdTec," Women's 8"" Packer Boot",0,150.0,0.0,150.0,Boots
Journee Collection, Women's Sanora Boot,4,99.0,85.0,99.0,Boots
Muk Luks, Women's Alissa Boots,1,99.0,20.0,99.0,Boots
Muk Luks, Women's Kael Booties,0,65.0,0.0,65.0,Boots
Aerosoles, Women's Beata Ankle Boots,0,130.0,0.0,130.0,Boots
LifeStride, Giada Booties,4,60.0,65.0,60.0,Boots
Journee Collection, Women's Wide Calf Pitch Boot,2,99.0,100.0,99.0,Boots
White Mountain, Blackbird Regular Tall Boots,3,99.0,46.67,99.0,Boots
Journee Collection, Women's Leeda Boot,2,99.0,50.0,99.0,Boots
Cliffs by White Mountain, Women's Merritt Tall Boot,0,99.0,0.0,99.0,Boots
Journee Collection, Women's Jayda Bootie,1,89.0,100.0,89.0,Boots
Nicole, Women's Kelby Ankle Boots,0,135.0,0.0,135.0,Boots
Camper, Women's Peu Mid Boots,0,230.0,0.0,230.0,Boots
Propét, Women's Rumor Mid-shaft Boots,2,129.95,60.0,129.95,Boots
Sava, Women's Hope Sporty Boot,0,160.0,0.0,160.0,Boots
Journee Collection, Women's Regular Trail Boot,2,99.99,80.0,99.99,Boots
L'Artiste, Women's Mazoya Unique Tooled Metallic Booties,1,129.0,20.0,129.0,Boots
Journee Collection, Women's Tekoa Rain Boot,9,84.99,73.33,84.99,Boots
Harley Davidson, Harley-Davidson Women's Gabby Steel Toe Lug Sole Work Boots,0,200.0,0.0,200.0,Boots
Camper, Women's Peu Cami Boot,3,230.0,60.0,230.0,Boots
Eastland Shoe, Joan Women's Chelsea Boots,0,110.0,0.0,110.0,Boots
BEARPAW, Women's Kiera Boots,5,89.0,92.0,89.0,Boots
Gentle Souls, by Kenneth Cole Women's Blaise Wedge Booties,0,289.0,0.0,289.0,Boots
Jambu, Women's Roma Block-Heel Booties,1,159.0,100.0,159.0,Boots
Journee Collection, Women's Sibby Winter Boots,15,79.99,72.0,79.99,Boots
SUPERLAMB, Women's Mongol Extra Wide Calf Boots,2,177.0,60.0,177.0,Boots
Journee Collection, Signature Women's Errin Bootie,0,160.0,0.0,160.0,Boots
Trotters, Benji High Cold Weather Boot,1,99.95,40.0,99.95,Boots
Journee Collection, Women's Wide Calf Aneil Boot,1,99.99,100.0,99.99,Boots
Journee Collection, Women's Regular Late Boot,1,73.0,40.0,73.0,Boots
BEARPAW, Women's Vivian Boots,0,99.99,0.0,99.99,Boots
Sava, Women's Tatum Boot,0,270.0,0.0,270.0,Boots
dav, Glasgow Suede Waterproof Women’s Rain Bootie,1,69.0,20.0,69.0,Boots
Jack Rogers, Women's Stella Suede Sherpa Bootie,6,148.0,36.67,148.0,Boots
LifeStride, X-Felicity High Shaft Boots,1,90.0,100.0,90.0,Boots
dav, Calgary Waterproof Women’s Mid Height Rain Boot,2,89.0,90.0,89.0,Boots
Camper, Women's Katie Boots,0,180.0,0.0,180.0,Boots
Camper, Women's Iman Ankle Bootie,2,199.0,80.0,199.0,Boots
Journee Collection, Women's Wide Calf Langly Boot,2,99.0,50.0,99.0,Boots
Minnetonka, Women's Sport Suede Medium Width Boot,0,79.0,0.0,79.0,Boots
Vintage Foundry Co, Women's Zoey Narrow Boots,0,229.0,0.0,229.0,Boots
Journee Collection, Women's Carly Boot,2,99.99,40.0,99.99,Boots
Harley Davidson, Harley-Davidson Women's Camfield Lug Sole Boot,2,150.0,60.0,150.0,Boots
AdTec," Women's 9"" Logger Boot",0,135.0,0.0,135.0,Boots
Journee Collection, Women's Regular Kane Boot,5,83.0,56.0,83.0,Boots
Muk Luks, Women's Kelsey Boots,1,105.0,100.0,105.0,Boots
SUPERLAMB, Women's Sheepskin Navojo Moccasin Boot,0,114.95,0.0,114.95,Boots
Dirty Laundry, Women's Next Up Booties,1,89.95,100.0,89.95,Boots
Journee Collection, Women's Angelique Wedge Bootie,1,79.99,80.0,79.99,Boots
Harley Davidson, Harley-Davidson Women's Amber Lug Sole Boot,1,175.0,100.0,175.0,Boots
Nine West, Angelo Chelsea Booties,0,149.0,0.0,149.0,Boots
BEARPAW, Women's Serenity Boots,5,110.0,92.0,110.0,Boots
Cliffs by White Mountain, Women's Paddington Lace-Up Bootie,4,69.0,50.0,69.0,Boots
Adrienne Vittadini, Bonsai Booties,1,169.0,100.0,169.0,Boots
Journee Collection, Women's Extra Wide Calf Taven Boot,0,83.0,0.0,83.0,Boots
Camper, Women's Right Ankle Bootie,0,170.0,0.0,170.0,Boots
Journee Collection, Women's Carver Wide Calf Boot,3,99.0,80.0,99.0,Boots
Journee Collection, Women's Extra Wide Calf Vivian Boot,0,99.0,0.0,47.93,Boots
Muk Luks, Women's Kailee Boots,1,65.0,100.0,65.0,Boots
Camper, Women's Right Water-Resistant Mid Boots,0,250.0,0.0,250.0,Boots
Trotters, Benji High Boot,0,99.95,0.0,99.95,Boots
Journee Collection, Women's Regular Shelley-6 Boot,4,79.0,70.0,79.0,Boots
JANE AND THE SHOE, Women's Cherry Stretch Booties ,0,59.0,0.0,59.0,Boots
GC Shoes, Women's Trudie Combat Boot,1,60.0,20.0,60.0,Boots
Soul Naturalizer, Dusk Wide Calf High Shaft Boots,0,130.0,0.0,130.0,Boots
Dr. Scholl's, Women's Lanyn Mid Shaft Boots,1,85.0,80.0,85.0,Boots
Sperry, Women's Junior Bootie,0,59.95,0.0,59.95,Boots
Kenneth Cole New York, Women's Justin Double-Zip Booties,5,189.0,100.0,83.93,Boots
Dingo, Women's Molly Boot,0,155.0,0.0,155.0,Boots
Baretraps, Rinny Tall Shaft Women's Boot,1,100.0,60.0,100.0,Boots
Eastland Shoe, Eastland Women's Meander Boots,0,100.0,0.0,100.0,Boots
Journee Collection, Women's Aneil Boot,2,99.99,50.0,99.99,Boots
Journee Collection, Women's Wide Calf Hana Boot,1,99.0,40.0,99.0,Boots
Journee Collection, Women's Paris Boot,5,79.0,56.0,79.0,Boots
Journee Collection, Women's Stormy Boot,3,99.0,53.33,99.0,Boots
Journee Collection, Women's Wide Calf Bite Boot,2,99.0,50.0,99.0,Boots
Lamo," Women's Classic 9"" Boot Narrow",2,73.0,80.0,73.0,Boots
Camper, Women's Right Regular Ankle Boots,0,180.0,0.0,180.0,Boots
Journee Collection, Women's Frenchy Boot,1,99.0,60.0,99.0,Boots
Easy Street, Easy Dry by Cuddle Waterproof Boots,10,70.0,80.0,70.0,Boots
VHNY, Vivienne Hu Ella Patent Ankle Boots,0,279.0,0.0,279.0,Boots
Journee Collection, Women's Langly Boot,6,99.0,33.33,99.0,Boots
Lugz, Women's Convoy Boot,31,70.0,98.06,70.0,Boots
Journee Collection, Women's Regular Shelley-3 Boot,5,59.0,40.0,59.0,Boots
Camper, Women's Upright Ankle Bootie,0,195.0,0.0,195.0,Boots
Muk Luks, Women's Celyn Block Heel Boots,0,65.0,0.0,65.0,Boots
Propét, Women's Tabitha Fashion Ankle Booties,0,69.95,0.0,69.95,Boots
dav, Helena Waterproof Women’s Mid Height Boot,3,98.0,53.33,98.0,Boots
Journee Collection, Women's Jezebel Boot,1,119.99,100.0,119.99,Boots
Muk Luks, Women's Harleen Cold Weather Cozy Booties,1,65.0,20.0,65.0,Boots
London Fog, Women's Windchill Winter Duck Ankle Boot,1,69.0,80.0,69.0,Boots
Journee Collection, Women's Foam Powder Winter Boot,1,99.99,40.0,99.99,Boots
Baretraps, Ginger Posture Plus Mid Shaft Women's Boot,0,159.0,0.0,159.0,Boots
LifeStride, X-Amy High Shaft Boots,4,90.0,85.0,90.0,Boots
Journee Collection, Women's Extra Wide Calf Ivie Boot,3,99.0,53.33,99.0,Boots
Journee Collection, Women's Cate Extra Wide Calf Boot,3,99.0,33.33,99.0,Boots
Dingo, Women's Safari Leather Bootie,0,150.0,0.0,150.0,Boots
Propét, Women's Waylynn Mid-Height Boots,0,99.95,0.0,99.95,Boots
Baretraps, Chara Tall Shaft Women's Boot,1,110.0,80.0,110.0,Boots
Journee Collection, Women's Extra Wide Calf Kasim Boot,0,99.0,0.0,47.93,Boots
Easy Street, Franconia Tall Boots,3,95.0,80.0,95.0,Boots
dav, Cheyenne Waterproof Women’s Mid-Height Boot,2,89.0,70.0,89.0,Boots
Muk Luks, Women's Crumpet Boots,0,109.0,0.0,109.0,Boots
L'Artiste, Women's Siara Crocodile Print Lace-Up Booties,2,159.95,100.0,159.95,Boots
Baretraps, Averil Tall Shaft Women's Boot,1,109.0,100.0,109.0,Boots
N.Y.L.A, Premium Santa Ana Slip-On Bootie,0,159.95,0.0,159.95,Boots
Journee Collection, Women's Extra Wide Calf Paris Boot,5,73.0,60.0,73.0,Boots
Lugz, Women's Adore Fur Classic Chukka Regular Fashion Boot,12,89.99,91.67,89.99,Boots
Trotters, Belle Cold Weather Boot,0,99.95,0.0,99.95,Boots
Muk Luks, Women's Jamie Boots,1,75.0,80.0,75.0,Boots
Camper, Women's Pix Ankle Boots,0,199.0,0.0,199.0,Boots
L'Artiste, Women's Libootie Hand-Painted Soft Booties,0,119.95,0.0,119.95,Boots
SUPERLAMB, Women's Lace Up Altai Wide Calf Boots,2,235.0,60.0,235.0,Boots
Dingo, Women's Telluride Leather Lug Sole Boot,0,128.99,0.0,128.99,Boots
Dirty Laundry, Wyatt Western Booties,0,69.95,0.0,69.95,Boots
VHNY, Debra Combat Boots,0,255.0,0.0,255.0,Boots
Journee Collection, Women's Cate Wide Calf Boot,7,99.0,71.43,99.0,Boots
Muk Luks, Muk Luk Hope Boot,0,99.0,0.0,99.0,Boots
LifeStride, Xion High Shaft Boots,3,60.0,80.0,60.0,Boots
Trotters, Berry Mid Boot,0,99.95,0.0,99.95,Boots
Easy Street, Elvie Ankle Booties,0,60.0,0.0,60.0,Boots
Journee Collection, Women's Ivie Boot,1,99.0,100.0,47.93,Boots
Dr. Scholl's, Brilliance Wide-Calf Tall Boots,5,89.99,60.0,89.99,Boots
Camper, Women's Alright Chelsea Bootie,0,175.0,0.0,105.0,Boots
Journee Collection, Women's Stelly Winter Boots,6,80.0,63.33,80.0,Boots
Journee Collection, Women's Regular Rebecca-02 Boot,7,59.0,45.71,59.0,Boots
SUPERLAMB, Women's Aegali Sheepskin Boot,0,124.95,0.0,124.95,Boots
LifeStride, Xion Wide Calf High Shaft Boots,0,60.0,0.0,60.0,Boots
Vintage Foundry Co, Women's Gemma Narrow Boots,0,229.0,0.0,229.0,Boots
Dingo, Women's Molly Boot,0,155.0,0.0,155.0,Boots
Sperry, Women's Slipper Booties,0,64.95,0.0,64.95,Boots
MIA, Hamilton Block Heels,5,100.0,52.0,100.0,Boots
Frye, Women's Melissa Chelsea Leather Boots ,26,298.0,86.15,298.0,Boots
Trotters, Mika Boot,0,144.95,0.0,144.95,Boots
Kenneth Cole New York, Women's Riley 85 Tubular Boots,1,299.0,60.0,132.93,Boots
Muk Luks, Women's Massak Snowboots,0,65.0,0.0,65.0,Boots
Olivia Miller, Oliva Miller Women's Regular Calf Kady Boots,1,99.0,80.0,99.0,Boots
Camper, Women's Right Nina Boots,0,180.0,0.0,180.0,Boots
Journee Collection, Women's Wide Calf Jayne Boot,3,63.0,26.67,63.0,Boots
Journee Collection, Women's Tori Boot,0,99.0,0.0,47.93,Boots
LifeStride, Oakley Wide Calf High Shaft Boots,5,110.0,64.0,110.0,Boots
JANE AND THE SHOE, Women's Cindy Ankle Western Booties,0,79.0,0.0,79.0,Boots
Journee Collection, Women's Wide Calf Parker Boot,3,99.0,46.67,99.0,Boots
Born, Women's Nuala Comfort Booties,0,100.0,0.0,100.0,Boots
ZiGi Soho, Women's Layza Strapped Booties,1,109.0,100.0,65.4,Boots
L'Artiste, Women's Lovell Classic Booties,0,169.95,0.0,169.95,Boots
SoftWalk, Helena Boot,0,134.95,0.0,134.95,Boots
Nine West, Collin Ankle Booties,1,139.0,80.0,139.0,Boots
Minnetonka, Tucson Bootie,1,65.0,80.0,65.0,Boots
Journee Collection, Women's Vienna Boot,0,89.99,0.0,89.99,Boots
Lindsay Phillips, Dixie Ankle Boot,0,102.5,0.0,102.5,Boots
dav, Coachella Cuff Waterproof Women's Mid-Height Rain Boot,0,79.0,0.0,79.0,Boots
White Mountain, Loyal Regular Tall Shaft Boots,4,99.0,75.0,99.0,Boots
Muk Luks, Women's Bianca Boots,1,115.0,100.0,115.0,Boots
Chinese Laundry, Women's Daria Block Heel Booties,0,89.95,0.0,89.95,Boots
Aerosoles, Women's Cross Out Low Heel Bootie,0,99.0,0.0,99.0,Boots
Cliffs by White Mountain, Women's Madera Tall Boot,0,99.0,0.0,99.0,Boots
London Fog, Women's Tally Mid-Calf Rain Boot,3,69.0,100.0,69.0,Boots
Easy Street, Arwen Tall Boots,1,95.0,60.0,95.0,Boots
Frye, Carson Harness Tall Boots,0,398.0,0.0,398.0,Boots
Journee Collection, Women's Extra Wide Calf Carly Boot,4,99.99,70.0,99.99,Boots
Dr. Scholl's, Women's No Problem High Shaft Boots,4,120.0,100.0,120.0,Boots
Chinese Laundry, Women's Finn Chelsea Booties,4,109.95,90.0,109.95,Boots
Journee Collection, Women's Regular Spokane Boot,4,83.0,80.0,83.0,Boots
Lamo, Women's Classic Short Winter Boots,2,66.0,90.0,66.0,Boots
SUPERLAMB, Women's Turano Sheepskin Cowprint Boot,0,179.95,0.0,179.95,Boots
Aerosoles, Allowance Booties,0,110.0,0.0,99.0,Boots
Dingo, Women's Boxcar Leather Boot,0,189.0,0.0,189.0,Boots
Journee Collection, Women's Wide Calf Stormy Boot,2,99.0,100.0,99.0,Boots
Journee Collection, Women's North Snow Boot,1,78.0,100.0,78.0,Boots
BEARPAW, Women's Veronica Bootie,0,89.99,0.0,89.99,Boots
Camper, Women's Wanda Zip Ankle Boots,0,165.0,0.0,165.0,Boots
CHARLES by Charles David, Women's Duke Studded Chelsea Booties,0,159.0,0.0,159.0,Boots
Journee Collection, Women's Foam Madge Wedge Bootie,7,79.99,51.43,79.99,Boots
Journee Collection, Women's Regular Blizzard Winter Boot,4,99.99,70.0,99.99,Boots
Journee Collection, Women's Extra Wide Calf Leeda Boot,7,99.0,85.71,99.0,Boots
Journee Collection, Women's Link Boot,1,79.0,60.0,79.0,Boots
BEARPAW, Women's Marta Ankle Boots,3,100.0,100.0,100.0,Boots
L'Artiste, Women's Madonna Cross Over Strap Booties,0,159.0,0.0,159.0,Boots
Easy Street, Jewel Wide-Calf Riding Boots,4,90.0,45.0,44.99,Boots
Baretraps, Rasta Ankle Women's Bootie,0,75.0,0.0,75.0,Boots
Camper, Women's Peu Touring Regular Ankle Boots,0,145.0,0.0,145.0,Boots
L'Artiste, Women's Greentea Vintage - Like Inspired Shooties,0,119.0,0.0,119.0,Boots
Earth," Origins Women's The Peak Peru Ankle Boot, Regular Calf",0,241.0,0.0,168.7,Boots
Muk Luks, Muk Luk Women's Georgia Boots,0,99.0,0.0,99.0,Boots
Aerosoles, Women's Berri Tall Shaft Casual Boot,0,170.0,0.0,170.0,Boots
Muk Luks, Women's Sigrid Laceup Cold Weather Furry Booties,0,65.0,0.0,65.0,Boots
Minnetonka, 5 Layer Fringe Narrow Boot,2,110.0,100.0,110.0,Boots
Lugz, Women's Flirt Hi Fur Classic Chukka Regular Fashion Boot,13,79.99,92.31,79.99,Boots
L'Artiste, Women's Mitzie Victorian Style Booties,0,149.0,0.0,149.0,Boots
